Architecture    Offer                                 Publisher    Sku                    Urn                                                                                 Version
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202410070                           24.10.202410070
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202410080                           24.10.202410080
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202410090                           24.10.202410090
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202410170                           24.10.202410170
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202410210                           24.10.202410210
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202410220                           24.10.202410220
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202410230                           24.10.202410230
Arm64           ubuntu-24_10-daily                    Canonical    server-arm64           Canonical:ubuntu-24_10-daily:server-arm64:24.10.202410290                           24.10.202410290
Arm64           ubuntu-25_04-daily                    Canonical    minimal-arm64          Canonical:ubuntu-25_04-daily:minimal-arm64:25.04.202411240                          25.04.202411240
Arm64           ubuntu-25_04-daily                    Canonical    minimal-arm64          Canonical:ubuntu-25_04-daily:minimal-arm64:25.04.202411260                          25.04.202411260
Arm64           ubuntu-25_04-daily                    Canonical    server-arm64           Canonical:ubuntu-25_04-daily:server-arm64:25.04.202411240                           25.04.202411240
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202211080                        18.04.202211080
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202211170                        18.04.202211170
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202211250                        18.04.202211250
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202211280                        18.04.202211280
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202212010                        18.04.202212010
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202212050                        18.04.202212050
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202212070                        18.04.202212070
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202212090                        18.04.202212090
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202301100                        18.04.202301100
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202301120                        18.04.202301120
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202301130                        18.04.202301130
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202301240                        18.04.202301240
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202301250                        18.04.202301250
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202301260                        18.04.202301260
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202301310                        18.04.202301310
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202302010                        18.04.202302010
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202302020                        18.04.202302020
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202302030                        18.04.202302030
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202302080                        18.04.202302080
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202302100                        18.04.202302100
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202302140                        18.04.202302140
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202302150                        18.04.202302150
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202302160                        18.04.202302160
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202302270                        18.04.202302270
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202303010                        18.04.202303010
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202303020                        18.04.202303020
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202303030                        18.04.202303030
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202303060                        18.04.202303060
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202303070                        18.04.202303070
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202303080                        18.04.202303080
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202303170                        18.04.202303170
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202303200                        18.04.202303200
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202303220                        18.04.202303220
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202303230                        18.04.202303230
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202303280                        18.04.202303280
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202304040                        18.04.202304040
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202304050                        18.04.202304050
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202304110                        18.04.202304110
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202304120                        18.04.202304120
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202304130                        18.04.202304130
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202304140                        18.04.202304140
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202304180                        18.04.202304180
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202304240                        18.04.202304240
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202304250                        18.04.202304250
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202304260                        18.04.202304260
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202304270                        18.04.202304270
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202305010                        18.04.202305010
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202305040                        18.04.202305040
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202305150                        18.04.202305150
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202305220                        18.04.202305220
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202305230                        18.04.202305230
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202305240                        18.04.202305240
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202305250                        18.04.202305250
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202305300                        18.04.202305300
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202305310                        18.04.202305310
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202306010                        18.04.202306010
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202306020                        18.04.202306020
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202306050                        18.04.202306050
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202306060                        18.04.202306060
Arm64           UbuntuServer                          Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202306070                        18.04.202306070
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202206150                              18.04.202206150
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202206230                              18.04.202206230
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202207050                              18.04.202207050
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202207080                              18.04.202207080
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202207120                              18.04.202207120
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202208100                              18.04.202208100
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202209020                              18.04.202209020
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202209160                              18.04.202209160
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202209210                              18.04.202209210
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202210140                              18.04.202210140
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202210180                              18.04.202210180
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202212010                              18.04.202212010
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202212050                              18.04.202212050
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202212090                              18.04.202212090
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202301100                              18.04.202301100
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202301310                              18.04.202301310
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202302100                              18.04.202302100
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202303080                              18.04.202303080
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202303220                              18.04.202303220
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202303280                              18.04.202303280
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202304180                              18.04.202304180
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202304260                              18.04.202304260
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202304270                              18.04.202304270
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202305010                              18.04.202305010
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202305220                              18.04.202305220
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202306070                              18.04.202306070
Arm64           UbuntuServer                          Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202401161                              18.04.202401161
